Collection in Repository,Collection Number,Location in Collection,Object,Container Type,MastersName,Usage Rights,Date created,Date modified,Object number,AccessName,AccessFilePath,AccessFileSize,AccessSizeNum,MasterFilePath,MasterFileSize,MasterSizeNum
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 7",folder,03823_0048_0007.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2169,2431.jp2,Content/03823/image/2431.jp2,2077483 Bytes,2077483,bucket\03823_nccic\03823_0048\03823_0048_0007.tif,8213808 Bytes,8213808
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 44: Financial and legal materials, 1948: Scan 40",folder,03823_0044_0040.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2170,2568.jp2,Content/03823/image/2568.jp2,3863679 Bytes,3863679,bucket\03823_nccic\03823_0044\03823_0044_0040.tif,12254626 Bytes,12254626
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 123",folder,03823_0048_0123.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2171,2551.jp2,Content/03823/image/2551.jp2,875816 Bytes,875816,bucket\03823_nccic\03823_0048\03823_0048_0123.tif,2789207 Bytes,2789207
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 73",folder,03823_0045_0073.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2172,2186.jp2,Content/03823/image/2186.jp2,4659371 Bytes,4659371,bucket\03823_nccic\03823_0045\03823_0045_0073.tif,13346282 Bytes,13346282
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 46: Financial and legal materials, 1949: Scan 4",folder,03823_0046_0004.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2173,2528.jp2,Content/03823/image/2528.jp2,4353553 Bytes,4353553,bucket\03823_nccic\03823_0046\03823_0046_0004.tif,9517263 Bytes,9517263
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 108",folder,03823_0048_0108.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2174,2034.jp2,Content/03823/image/2034.jp2,5834486 Bytes,5834486,bucket\03823_nccic\03823_0048\03823_0048_0108.tif,20250100 Bytes,20250100
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 57",folder,03823_0048_0057.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2175,2302.jp2,Content/03823/image/2302.jp2,2395220 Bytes,2395220,bucket\03823_nccic\03823_0048\03823_0048_0057.tif,8900298 Bytes,8900298
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 41: Financial and legal materials, 1948: Scan 29",folder,03823_0041_0029.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2176,2321.jp2,Content/03823/image/2321.jp2,1762026 Bytes,1762026,bucket\03823_nccic\03823_0041\03823_0041_0029.tif,5112014 Bytes,5112014
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 42: Financial and legal materials, 1948: Scan 49",folder,03823_0042_0049.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2177,2383.jp2,Content/03823/image/2383.jp2,4979210 Bytes,4979210,bucket\03823_nccic\03823_0042\03823_0042_0049.tif,13747738 Bytes,13747738
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 49: Conference material, 1933-1949 and undated: Scan 5",folder,03823_0049_0005.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2178,2017.jp2,Content/03823/image/2017.jp2,1249890 Bytes,1249890,bucket\03823_nccic\03823_0049\03823_0049_0005.tif,5024971 Bytes,5024971
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 23",folder,03823_0048_0023.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2179,2366.jp2,Content/03823/image/2366.jp2,2915891 Bytes,2915891,bucket\03823_nccic\03823_0048\03823_0048_0023.tif,9266692 Bytes,9266692
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 42: Financial and legal materials, 1948: Scan 1",folder,03823_0042_0001.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2180,2454.jp2,Content/03823/image/2454.jp2,4946127 Bytes,4946127,bucket\03823_nccic\03823_0042\03823_0042_0001.tif,13636651 Bytes,13636651
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 41: Financial and legal materials, 1948: Scan 31",folder,03823_0041_0031.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2181,2395.jp2,Content/03823/image/2395.jp2,3001286 Bytes,3001286,bucket\03823_nccic\03823_0041\03823_0041_0031.tif,8412751 Bytes,8412751
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 60",folder,03823_0048_0060.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2182,2510.jp2,Content/03823/image/2510.jp2,2296258 Bytes,2296258,bucket\03823_nccic\03823_0048\03823_0048_0060.tif,8787725 Bytes,8787725
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 88",folder,03823_0048_0088.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2183,2189.jp2,Content/03823/image/2189.jp2,3383852 Bytes,3383852,bucket\03823_nccic\03823_0048\03823_0048_0088.tif,10174457 Bytes,10174457
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 109",folder,03823_0048_0109.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2184,2282.jp2,Content/03823/image/2282.jp2,6554707 Bytes,6554707,bucket\03823_nccic\03823_0048\03823_0048_0109.tif,21151283 Bytes,21151283
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 46",folder,03823_0048_0046.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2185,2322.jp2,Content/03823/image/2322.jp2,2156067 Bytes,2156067,bucket\03823_nccic\03823_0048\03823_0048_0046.tif,8590244 Bytes,8590244
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 49: Conference material, 1933-1949 and undated: Scan 25",folder,03823_0049_0025.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2186,2075.jp2,Content/03823/image/2075.jp2,2051348 Bytes,2051348,bucket\03823_nccic\03823_0049\03823_0049_0025.tif,6240203 Bytes,6240203
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 44: Financial and legal materials, 1948: Scan 26",folder,03823_0044_0026.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2187,2072.jp2,Content/03823/image/2072.jp2,4610090 Bytes,4610090,bucket\03823_nccic\03823_0044\03823_0044_0026.tif,13249451 Bytes,13249451
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 44: Financial and legal materials, 1948: Scan 37",folder,03823_0044_0037.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2188,2118.jp2,Content/03823/image/2118.jp2,3833721 Bytes,3833721,bucket\03823_nccic\03823_0044\03823_0044_0037.tif,12064451 Bytes,12064451
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 47: Financial and legal materials, 1949: Scan 18",folder,03823_0047_0018.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2189,2450.jp2,Content/03823/image/2450.jp2,7367484 Bytes,7367484,bucket\03823_nccic\03823_0047\03823_0047_0018.tif,16215841 Bytes,16215841
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 14",folder,03823_0048_0014.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2190,2555.jp2,Content/03823/image/2555.jp2,2422251 Bytes,2422251,bucket\03823_nccic\03823_0048\03823_0048_0014.tif,8653106 Bytes,8653106
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 43: Financial and legal materials, 1948: Scan 2",folder,03823_0043_0002.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2191,2361.jp2,Content/03823/image/2361.jp2,4096721 Bytes,4096721,bucket\03823_nccic\03823_0043\03823_0043_0002.tif,12480593 Bytes,12480593
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 41: Financial and legal materials, 1948: Scan 45",folder,03823_0041_0045.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2192,2400.jp2,Content/03823/image/2400.jp2,7246567 Bytes,7246567,bucket\03823_nccic\03823_0041\03823_0041_0045.tif,18394219 Bytes,18394219
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 41",folder,03823_0048_0041.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2193,2577.jp2,Content/03823/image/2577.jp2,3342573 Bytes,3342573,bucket\03823_nccic\03823_0048\03823_0048_0041.tif,10044489 Bytes,10044489
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 77",folder,03823_0045_0077.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2194,2055.jp2,Content/03823/image/2055.jp2,4593141 Bytes,4593141,bucket\03823_nccic\03823_0045\03823_0045_0077.tif,13207661 Bytes,13207661
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 41: Financial and legal materials, 1948: Scan 34",folder,03823_0041_0034.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2195,2102.jp2,Content/03823/image/2102.jp2,1932261 Bytes,1932261,bucket\03823_nccic\03823_0041\03823_0041_0034.tif,6007981 Bytes,6007981
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 48: Conference material, 1933-1949 and undated: Scan 97",folder,03823_0048_0097.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2196,2086.jp2,Content/03823/image/2086.jp2,976557 Bytes,976557,bucket\03823_nccic\03823_0048\03823_0048_0097.tif,4792722 Bytes,4792722
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 44: Financial and legal materials, 1948: Scan 19",folder,03823_0044_0019.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2197,2163.jp2,Content/03823/image/2163.jp2,4008226 Bytes,4008226,bucket\03823_nccic\03823_0044\03823_0044_0019.tif,12323824 Bytes,12323824
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 40: Financial and legal materials, 1948: Scan 3",folder,03823_0040_0003.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2198,2548.jp2,Content/03823/image/2548.jp2,5548064 Bytes,5548064,bucket\03823_nccic\03823_0040\03823_0040_0003.tif,19668705 Bytes,19668705
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 47: Financial and legal materials, 1949: Scan 4",folder,03823_0047_0004.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2199,2087.jp2,Content/03823/image/2087.jp2,4931929 Bytes,4931929,bucket\03823_nccic\03823_0047\03823_0047_0004.tif,13837617 Bytes,13837617
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 45: Financial and legal materials, 1949: Scan 39",folder,03823_0045_0039.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2200,2496.jp2,Content/03823/image/2496.jp2,4966625 Bytes,4966625,bucket\03823_nccic\03823_0045\03823_0045_0039.tif,13694382 Bytes,13694382
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 42: Financial and legal materials, 1948: Scan 22",folder,03823_0042_0022.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2201,2125.jp2,Content/03823/image/2125.jp2,4864015 Bytes,4864015,bucket\03823_nccic\03823_0042\03823_0042_0022.tif,13467378 Bytes,13467378
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 41: Financial and legal materials, 1948: Scan 16",folder,03823_0041_0016.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2202,2233.jp2,Content/03823/image/2233.jp2,5979329 Bytes,5979329,bucket\03823_nccic\03823_0041\03823_0041_0016.tif,15686176 Bytes,15686176
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 44: Financial and legal materials, 1948: Scan 13",folder,03823_0044_0013.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,2203,2215.jp2,Content/03823/image/2215.jp2,4775051 Bytes,4775051,bucket\03823_nccic\03823_0044\03823_0044_0013.tif,13461576 Bytes,13461576
