Collection in Repository,Collection Number,Location in Collection,Object,Container Type,filename,Usage Rights,Date created,Date modified,Object number,AccessName,AccessFilePath,AccessFileSize,AccessSizeNum
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 14: Correspondence, August-December 1946: Scan 4",folder,03823_0014_0004.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,14,501.jp2,Content/03823/image/501.jp2,7966118 Bytes,7966118
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 2: Correspondence, 1931-1937: Scan 37",folder,03823_0002_0037.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,15,272.jp2,Content/03823/image/272.jp2,4919188 Bytes,4919188
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 45",folder,03823_0006_0045.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,16,158.jp2,Content/03823/image/158.jp2,3824673 Bytes,3824673
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 3: Correspondence, 1938-1939: Scan 7",folder,03823_0003_0007.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,17,630.jp2,Content/03823/image/630.jp2,4957244 Bytes,4957244
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 15: Correspondence, August-December 1946: Scan 2",folder,03823_0015_0002.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,18,491.jp2,Content/03823/image/491.jp2,8247129 Bytes,8247129
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 2: Correspondence, 1931-1937: Scan 24",folder,03823_0002_0024.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,19,81.jp2,Content/03823/image/81.jp2,6822538 Bytes,6822538
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 17: Correspondence, 1947-1948: Scan 30",folder,03823_0017_0030.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,20,951.jp2,Content/03823/image/951.jp2,6171974 Bytes,6171974
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 25",folder,03823_0006_0025.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,21,818.jp2,Content/03823/image/818.jp2,6425798 Bytes,6425798
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 22: Correspondence, 1947-1948: Scan 14",folder,03823_0022_0014.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,22,736.jp2,Content/03823/image/736.jp2,3590221 Bytes,3590221
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 5: Correspondence, 1941: Scan 16",folder,03823_0005_0016.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,23,554.jp2,Content/03823/image/554.jp2,6512026 Bytes,6512026
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 21: Correspondence, 1947-1948: Scan 33",folder,03823_0021_0033.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,24,440.jp2,Content/03823/image/440.jp2,7740259 Bytes,7740259
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 10: Correspondence, 1944-May 1946: Scan 6",folder,03823_0010_0006.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,25,892.jp2,Content/03823/image/892.jp2,3100405 Bytes,3100405
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 9: Correspondence, 1943: Scan 14",folder,03823_0009_0014.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,26,445.jp2,Content/03823/image/445.jp2,3862642 Bytes,3862642
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 20: Correspondence, 1947-1948: Scan 10",folder,03823_0020_0010.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,27,644.jp2,Content/03823/image/644.jp2,8626133 Bytes,8626133
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 43",folder,03823_0006_0043.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,28,384.jp2,Content/03823/image/384.jp2,4506804 Bytes,4506804
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 8: Correspondence, 1942: Scan 17",folder,03823_0008_0017.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,29,572.jp2,Content/03823/image/572.jp2,1955247 Bytes,1955247
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 12: Correspondence, 1944-May 1946: Scan 30",folder,03823_0012_0030.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,30,651.jp2,Content/03823/image/651.jp2,5162155 Bytes,5162155
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 14: Correspondence, August-December 1946: Scan 10",folder,03823_0014_0010.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,31,556.jp2,Content/03823/image/556.jp2,8022890 Bytes,8022890
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 19: Correspondence, 1947-1948: Scan 33",folder,03823_0019_0033.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,32,592.jp2,Content/03823/image/592.jp2,5905554 Bytes,5905554
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 5: Correspondence, 1941: Scan 7",folder,03823_0005_0007.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,33,695.jp2,Content/03823/image/695.jp2,5630129 Bytes,5630129
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 5: Correspondence, 1941: Scan 20",folder,03823_0005_0020.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,34,64.jp2,Content/03823/image/64.jp2,5029627 Bytes,5029627
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 20: Correspondence, 1947-1948: Scan 8",folder,03823_0020_0008.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,35,159.jp2,Content/03823/image/159.jp2,6878740 Bytes,6878740
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 20: Correspondence, 1947-1948: Scan 28",folder,03823_0020_0028.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,36,52.jp2,Content/03823/image/52.jp2,11674352 Bytes,11674352
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 15: Correspondence, August-December 1946: Scan 10",folder,03823_0015_0010.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,37,537.jp2,Content/03823/image/537.jp2,7225229 Bytes,7225229
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 4",folder,03823_0006_0004.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,38,281.jp2,Content/03823/image/281.jp2,4718089 Bytes,4718089
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 19: Correspondence, 1947-1948: Scan 1",folder,03823_0019_0001.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,39,266.jp2,Content/03823/image/266.jp2,7070897 Bytes,7070897
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 44",folder,03823_0006_0044.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,40,371.jp2,Content/03823/image/371.jp2,3231102 Bytes,3231102
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 22: Correspondence, 1947-1948: Scan 33",folder,03823_0022_0033.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,41,205.jp2,Content/03823/image/205.jp2,6309120 Bytes,6309120
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 16: Correspondence, 1947-1948: Scan 34",folder,03823_0016_0034.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,42,854.jp2,Content/03823/image/854.jp2,6437784 Bytes,6437784
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 17: Correspondence, 1947-1948: Scan 24",folder,03823_0017_0024.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,43,640.jp2,Content/03823/image/640.jp2,4452232 Bytes,4452232
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 22: Correspondence, 1947-1948: Scan 19",folder,03823_0022_0019.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,44,645.jp2,Content/03823/image/645.jp2,8449242 Bytes,8449242
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 16: Correspondence, 1947-1948: Scan 62",folder,03823_0016_0062.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,45,24.jp2,Content/03823/image/24.jp2,1618035 Bytes,1618035
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 31",folder,03823_0006_0031.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,46,96.jp2,Content/03823/image/96.jp2,4476522 Bytes,4476522
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 19: Correspondence, 1947-1948: Scan 16",folder,03823_0019_0016.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,47,771.jp2,Content/03823/image/771.jp2,9206124 Bytes,9206124
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 21: Correspondence, 1947-1948: Scan 52",folder,03823_0021_0052.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,48,464.jp2,Content/03823/image/464.jp2,6762323 Bytes,6762323
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 4: Correspondence, 1940: Scan 37",folder,03823_0004_0037.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,49,366.jp2,Content/03823/image/366.jp2,985582 Bytes,985582
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 1: Correspondence, 1922-1929: Scan 21",folder,03823_0001_0021.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,50,472.jp2,Content/03823/image/472.jp2,5197362 Bytes,5197362
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 10: Correspondence, 1944-May 1946: Scan 44",folder,03823_0010_0044.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,51,528.jp2,Content/03823/image/528.jp2,5768091 Bytes,5768091
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 3: Correspondence, 1938-1939: Scan 29",folder,03823_0003_0029.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,52,903.jp2,Content/03823/image/903.jp2,4976040 Bytes,4976040
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 7: Correspondence, 1942: Scan 68",folder,03823_0007_0068.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,53,745.jp2,Content/03823/image/745.jp2,5430289 Bytes,5430289
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 18: Correspondence, 1947-1948: Scan 35",folder,03823_0018_0035.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,54,857.jp2,Content/03823/image/857.jp2,4625784 Bytes,4625784
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 7: Correspondence, 1942: Scan 18",folder,03823_0007_0018.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,55,356.jp2,Content/03823/image/356.jp2,5008873 Bytes,5008873
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 20: Correspondence, 1947-1948: Scan 37",folder,03823_0020_0037.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,56,742.jp2,Content/03823/image/742.jp2,6014023 Bytes,6014023
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 9",folder,03823_0006_0009.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,57,452.jp2,Content/03823/image/452.jp2,4989318 Bytes,4989318
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 20: Correspondence, 1947-1948: Scan 6",folder,03823_0020_0006.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,58,8.jp2,Content/03823/image/8.jp2,8355861 Bytes,8355861
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 11: Correspondence, 1944-May 1946: Scan 29",folder,03823_0011_0029.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,59,123.jp2,Content/03823/image/123.jp2,2467996 Bytes,2467996
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 9: Correspondence, 1943: Scan 44",folder,03823_0009_0044.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,60,216.jp2,Content/03823/image/216.jp2,10060212 Bytes,10060212
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 4: Correspondence, 1940: Scan 7",folder,03823_0004_0007.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,61,68.jp2,Content/03823/image/68.jp2,5413777 Bytes,5413777
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 4: Correspondence, 1940: Scan 30",folder,03823_0004_0030.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,62,819.jp2,Content/03823/image/819.jp2,5258166 Bytes,5258166
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 10: Correspondence, 1944-May 1946: Scan 38",folder,03823_0010_0038.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,63,920.jp2,Content/03823/image/920.jp2,5356128 Bytes,5356128
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 9: Correspondence, 1943: Scan 51",folder,03823_0009_0051.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,64,837.jp2,Content/03823/image/837.jp2,4225847 Bytes,4225847
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 16: Correspondence, 1947-1948: Scan 10",folder,03823_0016_0010.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,65,944.jp2,Content/03823/image/944.jp2,9248826 Bytes,9248826
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 7: Correspondence, 1942: Scan 26",folder,03823_0007_0026.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,66,551.jp2,Content/03823/image/551.jp2,4489257 Bytes,4489257
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 4: Correspondence, 1940: Scan 17",folder,03823_0004_0017.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,67,986.jp2,Content/03823/image/986.jp2,4495051 Bytes,4495051
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 4: Correspondence, 1940: Scan 22",folder,03823_0004_0022.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,68,831.jp2,Content/03823/image/831.jp2,5380961 Bytes,5380961
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 19: Correspondence, 1947-1948: Scan 37",folder,03823_0019_0037.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,69,115.jp2,Content/03823/image/115.jp2,6613620 Bytes,6613620
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 1: Correspondence, 1922-1929: Scan 19",folder,03823_0001_0019.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,70,971.jp2,Content/03823/image/971.jp2,4633264 Bytes,4633264
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 24",folder,03823_0006_0024.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,71,338.jp2,Content/03823/image/338.jp2,5206653 Bytes,5206653
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 10: Correspondence, 1944-May 1946: Scan 58",folder,03823_0010_0058.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,72,628.jp2,Content/03823/image/628.jp2,4150760 Bytes,4150760
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 5: Correspondence, 1941: Scan 23",folder,03823_0005_0023.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,73,53.jp2,Content/03823/image/53.jp2,4775229 Bytes,4775229
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 8: Correspondence, 1942: Scan 2",folder,03823_0008_0002.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,74,600.jp2,Content/03823/image/600.jp2,6401993 Bytes,6401993
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 16: Correspondence, 1947-1948: Scan 16",folder,03823_0016_0016.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,75,836.jp2,Content/03823/image/836.jp2,6559576 Bytes,6559576
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 14: Correspondence, August-December 1946: Scan 18",folder,03823_0014_0018.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,76,509.jp2,Content/03823/image/509.jp2,7062185 Bytes,7062185
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 21: Correspondence, 1947-1948: Scan 38",folder,03823_0021_0038.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,77,382.jp2,Content/03823/image/382.jp2,6468594 Bytes,6468594
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 14: Correspondence, August-December 1946: Scan 25",folder,03823_0014_0025.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,78,82.jp2,Content/03823/image/82.jp2,6771982 Bytes,6771982
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 5: Correspondence, 1941: Scan 36",folder,03823_0005_0036.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,79,423.jp2,Content/03823/image/423.jp2,2357897 Bytes,2357897
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 2: Correspondence, 1931-1937: Scan 22",folder,03823_0002_0022.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,80,744.jp2,Content/03823/image/744.jp2,4714248 Bytes,4714248
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 7: Correspondence, 1942: Scan 50",folder,03823_0007_0050.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,81,477.jp2,Content/03823/image/477.jp2,5528911 Bytes,5528911
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 10: Correspondence, 1944-May 1946: Scan 28",folder,03823_0010_0028.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,82,217.jp2,Content/03823/image/217.jp2,4726237 Bytes,4726237
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 18: Correspondence, 1947-1948: Scan 55",folder,03823_0018_0055.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,83,982.jp2,Content/03823/image/982.jp2,5051880 Bytes,5051880
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.","Folder 8: Correspondence, 1942: Scan 22",folder,03823_0008_0022.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,84,805.jp2,Content/03823/image/805.jp2,6623804 Bytes,6623804
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.","Folder 6: Correspondence, 1941: Scan 36",folder,03823_0006_0036.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,85,135.jp2,Content/03823/image/135.jp2,4651772 Bytes,4651772
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 20: Correspondence, 1947-1948: Scan 22",folder,03823_0020_0022.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,86,337.jp2,Content/03823/image/337.jp2,8229603 Bytes,8229603
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 19: Correspondence, 1947-1948: Scan 38",folder,03823_0019_0038.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,87,866.jp2,Content/03823/image/866.jp2,6328510 Bytes,6328510
