Collection in Repository	Collection Number	Location in Collection	Object	Container Type	filename	Title	Alternative Title	Creator	Contributor	Creation Date	Date	Description	Subject (tgm)	Subject - Name	Subject - Topical	Subject - Geographic	Subject Topical Other	Coordinates	geonamesid	Digital Collection	Repository	Host	Usage Rights	Copyright Holder	Additional Display	Transcription	Caption	Notes	Title Note	Contributor Note	Sponsor	Related Resource	Author Chief Source	Publisher	Place of Publication	Cataloging Agency	Is Part Of	Has Part Of	Form	Resource Type	Medium	Condition	Language	Physical Description of Analog Original	Creator Nationality/Culture	Style/Period	Volume/Issue	Scale	Projection	Map Type	Map Details	Current Location	path	Local Identifier	Creator Identifier	Date created	Date modified	Object number	Object file name
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.	Folder 18: Correspondence, 1947-1948: Scan 20	folder	03823_0018_0020.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	427	340.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.	Folder 6: Correspondence, 1941: Scan 16	folder	03823_0006_0016.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	428	15.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.	Folder 14: Correspondence, August-December 1946: Scan 23	folder	03823_0014_0023.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	429	899.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.	Folder 14: Correspondence, August-December 1946: Scan 19	folder	03823_0014_0019.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	430	252.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.	Folder 21: Correspondence, 1947-1948: Scan 53	folder	03823_0021_0053.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	431	279.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.	Folder 4: Correspondence, 1940: Scan 36	folder	03823_0004_0036.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	432	627.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.	Folder 11: Correspondence, 1944-May 1946: Scan 31	folder	03823_0011_0031.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	433	364.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.	Folder 17: Correspondence, 1947-1948: Scan 32	folder	03823_0017_0032.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	434	418.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.	Folder 11: Correspondence, 1944-May 1946: Scan 32	folder	03823_0011_0032.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	435	721.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.	Folder 16: Correspondence, 1947-1948: Scan 60	folder	03823_0016_0060.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	436	455.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.	Folder 2: Correspondence, 1931-1937: Scan 4	folder	03823_0002_0004.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	437	336.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.	Folder 15: Correspondence, August-December 1946: Scan 20	folder	03823_0015_0020.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	438	762.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.	Folder 19: Correspondence, 1947-1948: Scan 32	folder	03823_0019_0032.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	439	466.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.	Folder 9: Correspondence, 1943: Scan 52	folder	03823_0009_0052.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	440	550.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.	Folder 18: Correspondence, 1947-1948: Scan 15	folder	03823_0018_0015.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	441	590.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.	Folder 12: Correspondence, 1944-May 1946: Scan 13	folder	03823_0012_0013.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	442	390.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.	Folder 10: Correspondence, 1944-May 1946: Scan 69	folder	03823_0010_0069.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	443	99.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.	Folder 10: Correspondence, 1944-May 1946: Scan 17	folder	03823_0010_0017.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	444	611.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.	Folder 22: Correspondence, 1947-1948: Scan 9	folder	03823_0022_0009.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	445	180.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.	Folder 15: Correspondence, August-December 1946: Scan 12	folder	03823_0015_0012.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	446	809.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.	Folder 4: Correspondence, 1940: Scan 13	folder	03823_0004_0013.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	447	605.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.	Folder 20: Correspondence, 1947-1948: Scan 2	folder	03823_0020_0002.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	448	311.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.	Folder 3: Correspondence, 1938-1939: Scan 11	folder	03823_0003_0011.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	449	756.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.	Folder 7: Correspondence, 1942: Scan 44	folder	03823_0007_0044.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	450	499.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.1. Correspondence, 1922-1941.	Folder 4: Correspondence, 1940: Scan 12	folder	03823_0004_0012.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	451	549.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 1. Correspondence, 1922-1949. / Subseries 1.2. Correspondence, 1942-1946.	Folder 10: Correspondence, 1944-May 1946: Scan 33	folder	03823_0010_0033.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-01-26	2012-01-26	452	999.jp2
